#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
CBDDTY010002530.1	1	19673	23	3768	19.1532	0.215829	32.3	30.2
CBDDTY010002531.1	1	19663	29	3205	16.2996	0.249911	28.5	18.7
CBDDTY010002532.1	1	19661	29	4145	21.0823	0.270129	31	28.2
CBDDTY010002533.1	1	19654	37	3249	16.531	0.348835	30.3	4.95
CBDDTY010002534.1	1	19650	31	3791	19.2926	0.264885	30.5	13.1
CBDDTY010002535.1	1	19646	22	3229	16.4359	0.20508	31.5	3.73
CBDDTY010002536.1	1	19606	60	6875	35.0658	0.589819	30.4	14.1
CBDDTY010002537.1	1	19603	13	1865	9.51385	0.12748	30.2	34.1
CBDDTY010002538.1	1	19597	40	5763	29.4076	0.365107	29.6	40.3
CBDDTY010002539.1	1	19589	25	3679	18.7809	0.202665	27.2	8.2
CBDDTY010002540.1	1	19578	25	3671	18.7506	0.222546	30.1	22.1
CBDDTY010002541.1	1	19577	27	3191	16.2997	0.207693	32.3	0.667
CBDDTY010002542.1	1	19568	36	4807	24.5656	0.346586	28.4	7.78
CBDDTY010002543.1	1	19562	135	12701	64.9269	1.30713	29.5	36.4
CBDDTY010002544.1	1	19553	35	4176	21.3573	0.281696	29.1	13.3
CBDDTY010002545.1	1	19544	23	3709	18.9777	0.194228	30.7	32.9
CBDDTY010002546.1	1	19539	24	3826	19.5814	0.227545	30.1	19.8
CBDDTY010002547.1	1	19538	86	5146	26.3384	0.809141	30.7	13.5
CBDDTY010002548.1	1	19525	62	7587	38.8579	0.56128	29.7	10.3
CBDDTY010002549.1	1	19500	27	4496	23.0564	0.286564	32.3	43.1
CBDDTY010002550.1	1	19457	54	6046	31.0736	0.538264	31	29.2
CBDDTY010002551.1	1	19433	6	655	3.37056	0.0430711	31.6	6
CBDDTY010002552.1	1	19431	17	2533	13.0359	0.158149	30.2	12.9
CBDDTY010002553.1	1	19425	35	4773	24.5714	0.301622	30.5	33.4
CBDDTY010002554.1	1	19403	48	6600	34.0154	0.416791	30.8	28.9
CBDDTY010002555.1	1	19401	25	4121	21.2412	0.258183	32.1	32.2
CBDDTY010002556.1	1	19392	25	4310	22.2257	0.251599	29.9	29.4
CBDDTY010002557.1	1	19380	36	5292	27.3065	0.344324	29.9	30.7
CBDDTY010002558.1	1	19370	16	2665	13.7584	0.14223	28.6	30.8
CBDDTY010002559.1	1	19363	25	3691	19.0621	0.233022	30.4	32.4
CBDDTY010002560.1	1	19342	36	4440	22.9552	0.318323	29.6	29
CBDDTY010002561.1	1	19330	39	6052	31.3088	0.382928	29.8	22
CBDDTY010002562.1	1	19300	35	4858	25.171	0.306528	30.6	23.8
CBDDTY010002563.1	1	19296	46	6731	34.8829	0.433613	30	24.9
CBDDTY010002564.1	1	19290	32	4519	23.4266	0.309902	30.4	20.4
CBDDTY010002565.1	1	19255	28	4919	25.5466	0.270527	31	45
CBDDTY010002566.1	1	19253	33	4421	22.9627	0.26827	29.9	31.2
CBDDTY010002567.1	1	19247	41	4304	22.3619	0.396218	29	13.5
CBDDTY010002568.1	1	19245	76	6097	31.681	0.692907	30.7	10.4
CBDDTY010002569.1	1	19237	25	4088	21.2507	0.241878	28.7	29.2
CBDDTY010002570.1	1	19228	98	6124	31.8494	0.945392	28.8	16.5
CBDDTY010002571.1	1	19225	30	4126	21.4616	0.262679	30.5	32.8
CBDDTY010002572.1	1	19209	53	7402	38.534	0.494039	29.8	25.6
CBDDTY010002573.1	1	19206	44	4427	23.0501	0.459544	28.6	10.8
CBDDTY010002574.1	1	19201	157	8810	45.883	1.52773	28.7	15.4
CBDDTY010002575.1	1	19192	51	3340	17.4031	0.506565	30.6	2.59
CBDDTY010002576.1	1	19184	26	3577	18.6457	0.234518	31	32.1
CBDDTY010002577.1	1	19166	38	6392	33.3507	0.454555	28.1	35.9
CBDDTY010002578.1	1	19151	46	4496	23.4766	0.409535	29.4	18.8
CBDDTY010002579.1	1	19151	36	5736	29.9514	0.339878	30.6	29.4
CBDDTY010002580.1	1	19140	3	656	3.42738	0.0342738	29.2	0.333
CBDDTY010002581.1	1	19126	42	3365	17.5939	0.428056	28.8	8.55
CBDDTY010002582.1	1	19124	25	3492	18.2598	0.223332	30.2	11.5
CBDDTY010002583.1	1	19123	32	3843	20.0962	0.297914	28.5	20.2
CBDDTY010002584.1	1	19109	53	6531	34.1776	0.504998	30.4	27.4
CBDDTY010002585.1	1	19103	38	5286	27.671	0.337329	30.8	24.9
CBDDTY010002586.1	1	19097	16	2818	14.7562	0.155784	29.6	6.56
CBDDTY010002587.1	1	19091	20	3398	17.799	0.185323	29.8	36.5
CBDDTY010002588.1	1	19083	48	6554	34.3447	0.485615	29.6	18.4
CBDDTY010002589.1	1	19076	30	4533	23.7628	0.285332	30.5	14.6
CBDDTY010002590.1	1	19041	51	5775	30.3293	0.464787	31.7	17.9
CBDDTY010002591.1	1	19040	125	10121	53.1565	1.27694	30.7	40.1
CBDDTY010002592.1	1	19009	19	2903	15.2717	0.164343	30.1	36.8
CBDDTY010002593.1	1	19008	28	3456	18.1818	0.272412	30	34.4
CBDDTY010002594.1	1	19003	26	2616	13.7662	0.192285	30.6	11.5
CBDDTY010002595.1	1	19000	14	2847	14.9842	0.154684	31.2	12.6
CBDDTY010002596.1	1	19000	17	2570	13.5263	0.169263	28.5	12.7
CBDDTY010002597.1	1	19000	19	3135	16.5	0.170263	29.7	2.42
CBDDTY010002598.1	1	19000	57	5049	26.5737	0.526947	30.3	12.4
CBDDTY010002599.1	1	19000	64	3886	20.4526	0.642211	29.9	34.1
CBDDTY010002600.1	1	19000	29	3823	20.1211	0.259421	32.5	32.8
CBDDTY010002601.1	1	19000	2	320	1.68421	0.0168421	23.9	16.5
CBDDTY010002602.1	1	19000	19	2007	10.5632	0.158737	32.5	15.5
CBDDTY010002603.1	1	19000	22	3193	16.8053	0.223526	31.9	27.6
CBDDTY010002604.1	1	19000	76	5976	31.4526	0.780895	31.4	17.7
CBDDTY010002605.1	1	19000	20	2773	14.5947	0.168316	30.4	13.1
CBDDTY010002606.1	1	19000	8	968	5.09474	0.0537895	27.8	1.88
CBDDTY010002607.1	1	19000	42	2181	11.4789	0.421211	30.3	13.8
CBDDTY010002608.1	1	19000	36	3595	18.9211	0.326474	30.6	19.3
CBDDTY010002610.1	1	19000	32	3050	16.0526	0.306158	30	7.59
CBDDTY010002611.1	1	19000	52	5190	27.3158	0.511105	29.9	12.9
CBDDTY010002612.1	1	19000	22	4080	21.4737	0.237053	29.1	15.2
CBDDTY010002613.1	1	19000	63	5132	27.0105	0.602737	29.7	8
CBDDTY010002614.1	1	19000	3	502	2.64211	0.0322105	28.3	0.333
CBDDTY010002615.1	1	19000	38	5077	26.7211	0.343632	30.3	26.6
CBDDTY010002616.1	1	19000	33	5025	26.4474	0.335474	30.4	28.5
CBDDTY010002617.1	1	19000	1	267	1.40526	0.0140526	39.1	1
CBDDTY010002619.1	1	19000	24	2939	15.4684	0.248316	30.2	3
CBDDTY010002620.1	1	19000	43	5866	30.8737	0.417737	29.3	16.9
CBDDTY010002621.1	1	19000	7	813	4.27895	0.0581053	33.2	0.286
CBDDTY010002622.1	1	19000	37	5134	27.0211	0.370684	31.3	4.38
CBDDTY010002624.1	1	18999	19	4054	21.338	0.238118	29.2	32
CBDDTY010002625.1	1	18975	11	1276	6.72464	0.099552	29.7	10.5
CBDDTY010002626.1	1	18966	40	5708	30.096	0.373141	30	30.9
CBDDTY010002627.1	1	18957	47	5863	30.9279	0.523817	29.9	20.8
CBDDTY010002628.1	1	18939	4	678	3.57991	0.0357991	32.1	13.8
CBDDTY010002629.1	1	18920	29	3754	19.8414	0.260148	30.9	30.6
CBDDTY010002630.1	1	18914	20	3173	16.7759	0.189225	28.8	6.5
CBDDTY010002631.1	1	18890	27	2799	14.8174	0.252409	30.8	2.63
CBDDTY010002632.1	1	18857	54	7125	37.7844	0.550247	29.6	29.2
CBDDTY010002633.1	1	18857	26	4564	24.2032	0.270244	28.4	42.9
CBDDTY010002634.1	1	18806	243	11263	59.8905	2.39684	31.2	11.3
CBDDTY010002635.1	1	18804	10	1205	6.40821	0.0679111	34.5	5.4
CBDDTY010002636.1	1	18798	17	2327	12.379	0.160602	28.3	12.6
CBDDTY010002637.1	1	18780	22	3266	17.3908	0.204739	31.9	6.68
CBDDTY010002638.1	1	18772	42	4300	22.9065	0.370286	28.5	11.1
CBDDTY010002639.1	1	18769	27	4423	23.5655	0.290159	28.3	21.7
CBDDTY010002640.1	1	18758	24	2655	14.154	0.207431	28.7	2.12
CBDDTY010002641.1	1	18754	65	5798	30.9161	0.608084	29.6	14
CBDDTY010002643.1	1	18720	7	1010	5.3953	0.0659188	29.4	2.71
CBDDTY010002644.1	1	18675	9	1701	9.10843	0.0910843	29.2	17
CBDDTY010002645.1	1	18674	69	6983	37.3942	0.683142	29.7	17.2
CBDDTY010002646.1	1	18671	38	4515	24.1819	0.356435	32.4	20.1
CBDDTY010002647.1	1	18669	21	3084	16.5194	0.207456	29.4	11.2
CBDDTY010002648.1	1	18643	25	4131	22.1585	0.26868	30.5	31.6
CBDDTY010002649.1	1	18638	27	3970	21.3006	0.269664	29.9	25.9
CBDDTY010002650.1	1	18631	57	7113	38.1783	0.485911	30.7	16.6
CBDDTY010002651.1	1	18620	21	2200	11.8153	0.173523	31.4	7.86
CBDDTY010002652.1	1	18588	38	5684	30.5789	0.418926	28.8	11.6
CBDDTY010002653.1	1	18586	31	4592	24.7068	0.283009	30.6	27.1
CBDDTY010002654.1	1	18583	19	2438	13.1195	0.199968	30.4	0.263
CBDDTY010002655.1	1	18542	32	3978	21.454	0.30261	29.8	23.6
CBDDTY010002656.1	1	18541	11	1741	9.39	0.0995631	29.9	10
CBDDTY010002657.1	1	18538	51	5335	28.7787	0.486676	30	14.2
CBDDTY010002658.1	1	18535	30	3188	17.1999	0.27877	29.8	13.1
CBDDTY010002659.1	1	18524	26	3558	19.2075	0.249892	29.9	2.73
CBDDTY010002660.1	1	18515	44	5863	31.6662	0.414475	31.4	34.5
CBDDTY010002661.1	1	18510	36	4674	25.2512	0.356024	30.4	8.39
CBDDTY010002662.1	1	18509	33	5019	27.1165	0.329029	30.3	22.3
CBDDTY010002663.1	1	18508	18	1981	10.7035	0.147018	33.2	12.6
CBDDTY010002664.1	1	18502	53	6062	32.764	0.489353	31.3	7.04
CBDDTY010002665.1	1	18498	39	5441	29.414	0.36658	31.3	33.9
CBDDTY010002666.1	1	18497	24	3938	21.2899	0.223334	30.1	23
CBDDTY010002667.1	1	18494	46	4743	25.6462	0.40159	28.2	15.1
CBDDTY010002668.1	1	18480	11	1250	6.76407	0.0811147	32.4	16.2
CBDDTY010002669.1	1	18467	9	978	5.29593	0.0609195	28.1	4.78
CBDDTY010002670.1	1	18436	7	1221	6.62291	0.0662291	28.3	38.3
CBDDTY010002671.1	1	18435	63	5416	29.3789	0.591484	31	7.65
CBDDTY010002672.1	1	18434	17	2804	15.211	0.164045	31.7	23.1
CBDDTY010002674.1	1	18422	112	4652	25.2524	1.06981	30.5	4.9
CBDDTY010002675.1	1	18420	19	2051	11.1346	0.167155	31.4	3.58
CBDDTY010002676.1	1	18417	11	1623	8.81251	0.105663	30.3	7.09
CBDDTY010002677.1	1	18410	50	6730	36.5562	0.560293	29.5	25.1
CBDDTY010002678.1	1	18395	23	3544	19.2661	0.232291	27.6	29.8
CBDDTY010002679.1	1	18386	36	5815	31.6273	0.407484	28.5	39.2
CBDDTY010002680.1	1	18365	65	7358	40.0653	0.662075	30.5	12.2
CBDDTY010002681.1	1	18355	60	5841	31.8224	0.634487	30.9	20.3
CBDDTY010002682.1	1	18343	6	634	3.45636	0.0496647	27.4	3
CBDDTY010002683.1	1	18318	31	4634	25.2975	0.303745	31.3	29.2
CBDDTY010002684.1	1	18310	33	4357	23.7957	0.309394	31	31.5
CBDDTY010002685.1	1	18300	43	4015	21.9399	0.421311	29.5	10.2
CBDDTY010002686.1	1	18295	16	2570	14.0476	0.165783	30.7	19.8
CBDDTY010002687.1	1	18294	34	4309	23.5542	0.320706	28.8	13.9
CBDDTY010002688.1	1	18267	84	6898	37.7621	0.780041	30.6	21
CBDDTY010002689.1	1	18263	36	5808	31.802	0.385205	30.8	40.3
CBDDTY010002690.1	1	18237	33	4875	26.7314	0.345671	29.8	25.8
CBDDTY010002691.1	1	18228	71	6329	34.7213	0.648672	30.5	20.6
CBDDTY010002692.1	1	18222	16	1791	9.82878	0.140764	28.1	15
CBDDTY010002693.1	1	18206	47	5577	30.6328	0.45474	28.4	32.9
CBDDTY010002694.1	1	18201	29	4247	23.3339	0.280369	30.1	34.7
CBDDTY010002695.1	1	18192	31	4483	24.6427	0.296284	29.7	35.8
CBDDTY010002696.1	1	18184	32	4793	26.3583	0.368346	28.2	15.9
CBDDTY010002697.1	1	18181	45	6999	38.4962	0.492547	29.3	28.5
CBDDTY010002699.1	1	18155	17	2649	14.591	0.174332	32.1	4.18
CBDDTY010002700.1	1	18148	26	3386	18.6577	0.260965	30.6	24.6
CBDDTY010002701.1	1	18121	26	3826	21.1136	0.247448	30.9	27.7
CBDDTY010002702.1	1	18107	3	364	2.01027	0.0201027	26.6	4.33
CBDDTY010002703.1	1	18105	23	3632	20.0608	0.25562	29.1	45.1
CBDDTY010002704.1	1	18087	24	3606	19.937	0.237187	30.9	37.3
CBDDTY010002705.1	1	18081	35	4823	26.6744	0.336762	31.9	38.1
CBDDTY010002706.1	1	18077	30	4105	22.7084	0.313216	30.9	11.5
CBDDTY010002707.1	1	18073	5	940	5.20113	0.0520113	28.5	22.2
CBDDTY010002708.1	1	18068	81	7178	39.7277	0.876301	30.2	21.1
CBDDTY010002709.1	1	18054	74	6623	36.6844	0.7333	30.7	30.8
CBDDTY010002710.1	1	18032	30	4842	26.8523	0.309561	31.9	39.9
CBDDTY010002711.1	1	18004	24	2960	16.4408	0.219618	29	4.17
CBDDTY010002712.1	1	18002	39	4326	24.0307	0.366959	29.3	26.8
CBDDTY010002713.1	1	18000	12	1443	8.01667	0.108167	29	9
CBDDTY010002714.1	1	18000	6	707	3.92778	0.0435556	31.8	14.3
CBDDTY010002715.1	1	18000	97	10437	57.9833	1.01267	30.9	27.5
CBDDTY010002716.1	1	18000	25	3012	16.7333	0.245278	29.8	10.4
CBDDTY010002717.1	1	18000	70	6319	35.1056	0.667667	30.2	4.77
CBDDTY010002718.1	1	18000	31	4931	27.3944	0.336556	31.1	36.6
CBDDTY010002719.1	1	18000	3	344	1.91111	0.0191111	28.1	2.33
CBDDTY010002720.1	1	18000	53	5844	32.4667	0.573778	29.9	7.45
CBDDTY010002721.1	1	18000	17	1916	10.6444	0.176167	26.7	16.6
CBDDTY010002722.1	1	18000	25	3818	21.2111	0.282611	28.9	28.6
CBDDTY010002723.1	1	18000	27	4265	23.6944	0.256944	27.8	21.1
CBDDTY010002724.1	1	18000	49	5637	31.3167	0.514389	29.9	9.71
CBDDTY010002725.1	1	18000	5	455	2.52778	0.0375	29.4	8.8
CBDDTY010002726.1	1	18000	71	3566	19.8111	0.7665	30.1	44
CBDDTY010002727.1	1	18000	34	4742	26.3444	0.322778	28.6	19.1
CBDDTY010002728.1	1	18000	28	2477	13.7611	0.283167	29.9	3.07
CBDDTY010002729.1	1	18000	253	2769	15.3833	0.769056	10.1	2.18
CBDDTY010002731.1	1	18000	34	4799	26.6611	0.354667	28.4	10.8
CBDDTY010002732.1	1	18000	37	5424	30.1333	0.361389	29.6	33.5
CBDDTY010002733.1	1	18000	20	2952	16.4	0.189889	27	22.6
CBDDTY010002734.1	1	17999	33	5074	28.1905	0.364242	30	15.8
CBDDTY010002735.1	1	17990	18	2771	15.403	0.178099	30.1	35.6
CBDDTY010002736.1	1	17988	42	4892	27.1959	0.399767	30.2	18.7
CBDDTY010002737.1	1	17986	39	3908	21.728	0.307739	29.6	10.1
CBDDTY010002738.1	1	17970	13	2358	13.1219	0.14079	27.2	32.5
CBDDTY010002739.1	1	17965	21	3076	17.1222	0.21425	29.9	36.2
CBDDTY010002740.1	1	17936	38	4071	22.6974	0.409177	30.4	3.29
CBDDTY010002741.1	1	17922	64	6522	36.391	0.651434	31.3	20.1
CBDDTY010002742.1	1	17917	41	5665	31.618	0.401686	29.7	32.6
CBDDTY010002743.1	1	17901	38	4869	27.1996	0.426457	28.5	6.26
CBDDTY010002744.1	1	17899	46	5350	29.8899	0.435723	30.7	23.6
CBDDTY010002745.1	1	17886	14	1708	9.54937	0.122107	28.9	12.3
CBDDTY010002746.1	1	17865	65	5853	32.7624	0.658998	30.5	28.4
CBDDTY010002747.1	1	17861	114	7605	42.5788	1.15038	30.3	6.95
CBDDTY010002748.1	1	17815	31	4530	25.428	0.301488	30.3	35.9
CBDDTY010002749.1	1	17811	34	4435	24.9003	0.351637	30.1	20.5
CBDDTY010002750.1	1	17801	73	6622	37.2002	0.772709	30.2	30.4
CBDDTY010002751.1	1	17800	64	6091	34.2191	0.619045	30.5	12.9
CBDDTY010002752.1	1	17783	24	3903	21.9479	0.251364	31.6	27.4
CBDDTY010002753.1	1	17782	42	5534	31.1214	0.386571	29.7	30.3
CBDDTY010002754.1	1	17780	68	4930	27.7278	0.728178	31.7	10.5
CBDDTY010002755.1	1	17761	37	6111	34.4068	0.436575	29.2	31.4
CBDDTY010002756.1	1	17759	25	2388	13.4467	0.275916	29.5	4.68
CBDDTY010002757.1	1	17755	37	5188	29.2199	0.37978	29.1	36.6
CBDDTY010002758.1	1	17747	37	5549	31.2673	0.402152	29.1	43.2
CBDDTY010002759.1	1	17745	41	4783	26.9541	0.423274	29.8	21.7
CBDDTY010002760.1	1	17736	49	4243	23.9231	0.489456	29.8	8.63
CBDDTY010002761.1	1	17729	13	1865	10.5195	0.139376	26.6	9.92
CBDDTY010002762.1	1	17723	18	1918	10.8221	0.165153	29.9	9.83
CBDDTY010002763.1	1	17717	15	1696	9.57273	0.119038	32.3	8.67
CBDDTY010002764.1	1	17710	26	3204	18.0915	0.295935	31.3	2
CBDDTY010002765.1	1	17705	43	5231	29.5453	0.471562	30.9	23.8
CBDDTY010002766.1	1	17700	33	3835	21.6667	0.378757	30.8	14.5
CBDDTY010002767.1	1	17700	65	7785	43.9831	0.627571	30.5	32.1
CBDDTY010002768.1	1	17675	39	4392	24.8487	0.447016	30.1	9.85
CBDDTY010002769.1	1	17665	34	2476	14.0164	0.360713	30.9	5.12
CBDDTY010002770.1	1	17648	26	3179	18.0134	0.287455	29.6	15
CBDDTY010002771.1	1	17627	24	2099	11.9079	0.257049	31.6	16.9
CBDDTY010002772.1	1	17607	31	4970	28.2274	0.322145	30.5	37.9
CBDDTY010002773.1	1	17604	26	1987	11.2872	0.263917	29.4	12.3
CBDDTY010002774.1	1	17584	5	775	4.40742	0.0440742	31.1	12
CBDDTY010002775.1	1	17580	23	3938	22.4005	0.284983	30.3	7.22
CBDDTY010002776.1	1	17551	29	4829	27.5141	0.330978	29.6	46
CBDDTY010002777.1	1	17535	35	5513	31.44	0.343998	29.2	19.1
CBDDTY010002778.1	1	17514	39	3951	22.5591	0.385406	30.1	2.97
CBDDTY010002779.1	1	17507	31	4355	24.8758	0.331068	30.1	12.8
CBDDTY010002780.1	1	17506	96	8869	50.6626	1.02154	30.7	35.5
CBDDTY010002781.1	1	17498	29	4430	25.3172	0.335181	31	21.7
CBDDTY010002782.1	1	17464	25	3295	18.8674	0.263514	30.3	10.1
CBDDTY010002783.1	1	17454	24	3751	21.4908	0.231466	31.3	32.5
CBDDTY010002784.1	1	17451	31	4730	27.1045	0.321242	31.5	35.2
CBDDTY010002785.1	1	17448	30	3982	22.8221	0.281465	30.4	25.5
CBDDTY010002786.1	1	17447	21	3032	17.3783	0.240844	30	22.7
CBDDTY010002787.1	1	17436	38	4405	25.2638	0.465474	30.6	10.3
CBDDTY010002788.1	1	17426	55	7817	44.8583	0.60886	29.4	36.9
CBDDTY010002789.1	1	17422	20	2366	13.5805	0.189473	30.3	5.2
CBDDTY010002790.1	1	17410	30	4517	25.9449	0.305399	29.8	29.2
CBDDTY010002791.1	1	17363	59	5685	32.742	0.562	30.3	21.6
CBDDTY010002792.1	1	17358	23	3473	20.0081	0.22975	28.9	19.9
CBDDTY010002793.1	1	17350	28	4557	26.2651	0.319712	30.3	41.9
CBDDTY010002794.1	1	17346	5	465	2.68073	0.0330336	33.9	15.6
CBDDTY010002795.1	1	17345	18	3006	17.3306	0.187777	32.3	30.9
CBDDTY010002796.1	1	17326	18	2438	14.0713	0.189138	31.4	8.11
CBDDTY010002797.1	1	17325	44	4896	28.2597	0.426147	29.3	7.73
CBDDTY010002798.1	1	17303	104	5224	30.1913	1.08421	31.6	14.2
CBDDTY010002799.1	1	17280	45	5407	31.2905	0.462789	28.6	27.9
CBDDTY010002800.1	1	17280	38	3689	21.3484	0.386343	31	1.58
CBDDTY010002801.1	1	17256	15	1319	7.64372	0.185095	28	10.2
CBDDTY010002802.1	1	17247	25	3220	18.6699	0.241897	29.2	23.3
CBDDTY010002803.1	1	17240	24	2351	13.6369	0.258121	32.1	2.29
CBDDTY010002804.1	1	17229	24	3364	19.5252	0.227117	31	19.3
CBDDTY010002805.1	1	17221	16	2078	12.0667	0.153533	31.1	6.56
CBDDTY010002806.1	1	17219	6	600	3.48452	0.0552297	30.1	19.3
CBDDTY010002807.1	1	17213	22	3050	17.7192	0.238599	29.1	1.82
CBDDTY010002808.1	1	17207	38	4479	26.0301	0.383739	29.1	26
CBDDTY010002809.1	1	17178	15	2352	13.6919	0.162883	30	3
CBDDTY010002810.1	1	17177	14	2253	13.1164	0.133667	29.5	20.5
CBDDTY010002811.1	1	17172	34	5816	33.8691	0.407291	30.6	38.9
CBDDTY010002812.1	1	17171	44	5781	33.6672	0.436783	30.8	16.3
CBDDTY010002813.1	1	17159	10	1298	7.56454	0.0897488	30.5	5.7
CBDDTY010002814.1	1	17147	20	2866	16.7143	0.176999	30.7	30.2
CBDDTY010002815.1	1	17141	35	4268	24.8994	0.420862	29.6	16.4
CBDDTY010002816.1	1	17137	27	4390	25.6171	0.294509	31.4	44.3
CBDDTY010002817.1	1	17132	34	4181	24.4046	0.329033	31.2	2.56
CBDDTY010002818.1	1	17125	18	2613	15.2584	0.20146	30.6	12.6
CBDDTY010002819.1	1	17122	35	5341	31.1938	0.395106	29.2	31.9
CBDDTY010002820.1	1	17118	18	3664	21.4044	0.21971	30.6	56.5
CBDDTY010002821.1	1	17112	39	4062	23.7377	0.41018	30.3	6.03
CBDDTY010002822.1	1	17109	47	5560	32.4975	0.516862	30.2	24
CBDDTY010002823.1	1	17101	38	3272	19.1334	0.340916	30.3	9.05
CBDDTY010002824.1	1	17086	84	7480	43.7785	0.9396	29.9	19.9
CBDDTY010002825.1	1	17083	60	5316	31.1187	0.647954	32.4	14.3
CBDDTY010002826.1	1	17072	18	1651	9.67081	0.195466	30.3	6.56
CBDDTY010002827.1	1	17052	40	6293	36.9048	0.468039	30.6	35.8
CBDDTY010002828.1	1	17051	29	4502	26.4031	0.346314	30.3	26.6
CBDDTY010002829.1	1	17033	39	5956	34.9674	0.416486	31.7	30.6
CBDDTY010002830.1	1	17027	22	2872	16.8673	0.227404	30.9	13.7
CBDDTY010002831.1	1	17023	32	4292	25.2129	0.347119	30.4	13.3
CBDDTY010002832.1	1	17021	30	4310	25.3217	0.321191	31.2	25.9
CBDDTY010002833.1	1	17019	86	5844	34.3381	0.977907	30.1	13.2
CBDDTY010002834.1	1	17002	25	2107	12.3927	0.253206	28.6	8.96
CBDDTY010002835.1	1	17000	17	2971	17.4765	0.184118	28.5	10.4
CBDDTY010002836.1	1	17000	282	11283	66.3706	3.02618	30.5	29.9
CBDDTY010002837.1	1	17000	1	138	0.811765	0.00811765	37.5	2
CBDDTY010002838.1	1	17000	80	9547	56.1588	0.780294	30.6	32.1
CBDDTY010002839.1	1	17000	44	5525	32.5	0.444706	30.7	9.82
CBDDTY010002841.1	1	17000	38	6053	35.6059	0.435471	28.9	15.7
CBDDTY010002842.1	1	17000	41	5148	30.2824	0.450118	30.9	20.9
CBDDTY010002843.1	1	17000	25	3345	19.6765	0.254235	28.4	10.8
CBDDTY010002844.1	1	17000	21	2852	16.7765	0.256941	30.5	22.4
CBDDTY010002845.1	1	17000	15	2409	14.1706	0.202	28.8	35.2
CBDDTY010002846.1	1	17000	17	2296	13.5059	0.163941	30.2	33.1
CBDDTY010002847.1	1	17000	14	1557	9.15882	0.137471	34.5	5.43
CBDDTY010002848.1	1	17000	27	3761	22.1235	0.289647	30.2	20.1
CBDDTY010002849.1	1	17000	32	3844	22.6118	0.315353	30.5	22.2
CBDDTY010002850.1	1	17000	48	4966	29.2118	0.542824	29.1	5.46
CBDDTY010002851.1	1	16800	14	1629	9.69643	0.149048	31.3	5.5
CBDDTY010002852.1	1	17000	31	4148	24.4	0.346353	30.1	29.7
CBDDTY010002853.1	1	17000	17	2592	15.2471	0.203882	28.9	31.2
CBDDTY010002854.1	1	17000	124	7331	43.1235	1.44412	29.9	5.89
CBDDTY010002855.1	1	17000	32	4254	25.0235	0.346353	29.9	22.2
CBDDTY010002857.1	1	17000	51	5933	34.9	0.527	30.2	24.7
CBDDTY010002858.1	1	17000	20	255	1.5	0.165294	31.7	11.5
CBDDTY010002859.1	1	17000	16	2164	12.7294	0.165529	30.7	31.2
CBDDTY010002860.1	1	17000	33	4142	24.3647	0.343882	28.8	3.67
CBDDTY010002861.1	1	17000	22	4946	29.0941	0.418706	19.7	27.1
CBDDTY010002862.1	1	17000	14	1327	7.80588	0.104176	31.6	4.14
CBDDTY010002863.1	1	17000	5	776	4.56471	0.0456471	28.5	13.4
CBDDTY010002864.1	1	17000	14	1549	9.11176	0.107	29.5	5.71
CBDDTY010002865.1	1	16991	44	4323	25.4429	0.425166	29.3	17.2
CBDDTY010002866.1	1	16987	24	3485	20.5157	0.284217	31.3	23.2
CBDDTY010002867.1	1	16968	41	5232	30.8345	0.474128	30.2	27.9
CBDDTY010002868.1	1	16958	21	2976	17.5492	0.191355	29.5	35
CBDDTY010002869.1	1	16948	30	4332	25.5605	0.332488	30.3	39.1
CBDDTY010002870.1	1	16942	89	9110	53.7717	0.98548	31.1	20.6
CBDDTY010002871.1	1	16938	8	889	5.24855	0.0642343	32.9	9.62
CBDDTY010002872.1	1	16904	23	3237	19.1493	0.220421	31.5	24.7
CBDDTY010002873.1	1	16897	24	3614	21.3884	0.278333	30.7	5.83
CBDDTY010002874.1	1	16883	30	3220	19.0724	0.316235	29	3.3
CBDDTY010002875.1	1	16866	6	920	5.45476	0.0545476	29.9	18
CBDDTY010002876.1	1	16862	32	3522	20.8872	0.335369	30.7	18.8
CBDDTY010002877.1	1	16850	16	2482	14.73	0.175727	30.8	36.1
CBDDTY010002878.1	1	16849	46	5730	34.008	0.505431	29.4	11.6
CBDDTY010002879.1	1	16832	26	3811	22.6414	0.286538	28.1	19.7
CBDDTY010002880.1	1	16821	23	2100	12.4844	0.205576	29.2	2.74
CBDDTY010002881.1	1	16812	24	3308	19.6764	0.27522	28.4	21.2
CBDDTY010002882.1	1	16795	32	4808	28.6276	0.370289	30.1	39.2
CBDDTY010002883.1	1	16786	32	4856	28.9289	0.409567	30.3	32.9
CBDDTY010002884.1	1	16782	34	4822	28.7332	0.351031	29.6	21.7
CBDDTY010002885.1	1	16764	33	3973	23.6996	0.330172	29.9	24.3
CBDDTY010002886.1	1	16760	13	2003	11.9511	0.13747	28.6	7
CBDDTY010002887.1	1	16730	37	5281	31.566	0.397908	30.8	30.6
CBDDTY010002888.1	1	16724	66	7314	43.7336	0.690684	30.2	25.2
CBDDTY010002889.1	1	16707	30	4187	25.0614	0.311426	27.7	38.7
CBDDTY010002890.1	1	16705	34	3503	20.9698	0.33924	27.4	4.15
